2.113015873,0.847095,1
5.655510204,0.833843,2
6.334693878,0.828746,3
6.654693878,0.845056,4
7.318639456,0.859327,5
10.908299320,0.85423,6
11.241360544,0.856269,7
11.550476190,0.849134,8
11.890068027,0.860347,9
12.538775510,0.859327,10
26.557823129,0.857143,11
27.245714286,0.870798,12
27.533061224,0.863445,13
28.220952381,0.846639,14
32.748843537,0.861345,15
33.413514739,0.866597,16
38.620589569,0.869748,17
